gene_name	uniprot	is_complex	protein_name	complex_name	id_cp_interaction	gene	Cardiomyocyte	Other
COL10A1	Q03692	False	COAA1_HUMAN		CPI-SC0B4F620A6	COL10A1	0.017	0.009
COL11A1	P12107	False	COBA1_HUMAN		CPI-SC0B991F6B1	COL11A1	0.034	0.324
COL11A2	P13942	False	COBA2_HUMAN		CPI-SC034D4CF73	COL11A2	0.157	0.015
COL12A1	Q99715	False	COCA1_HUMAN		CPI-SC0EC720659	COL12A1	0.137	0.138
COL13A1	Q5TAT6	False	CODA1_HUMAN		CPI-SC0A18569E5	COL13A1	0.292	0.179
COL14A1	Q05707	False	COEA1_HUMAN		CPI-SC0B6D93CD4	COL14A1	0.025	0.009
COL15A1	P39059	False	COFA1_HUMAN		CPI-SC01BE5E1F7	COL15A1	0.014	0.567
COL16A1	Q07092	False	COGA1_HUMAN		CPI-SC027EF0F68	COL16A1	0.167	0.023
COL17A1	Q9UMD9	False	COHA1_HUMAN		CPI-SC00942962B	COL17A1	0.002	0.002
COL18A1	P39060	False	COIA1_HUMAN		CPI-SC039737584	COL18A1	1.429	0.664
COL19A1	Q14993	False	COJA1_HUMAN		CPI-SC0423059DF	COL19A1	0.114	0.019
COL1A1	P02452	False	CO1A1_HUMAN		CPI-SC028882919	COL1A1	0.321	1.01
COL1A2	P08123	False	CO1A2_HUMAN		CPI-SC07707E049	COL1A2	0.39	0.877
COL21A1	Q96P44	False	COLA1_HUMAN		CPI-SC076898564	COL21A1	0.239	0.217
COL22A1	Q8NFW1	False	COMA1_HUMAN		CPI-SC0AA500B63	COL22A1	0.185	0.077
COL24A1	Q17RW2	False	COOA1_HUMAN		CPI-SC09E4E673B	COL24A1	0.004	0.014
COL26A1	Q96A83	False	COQA1_HUMAN		CPI-SC008D5E4B2	COL26A1	0.004	0.007
COL27A1	Q8IZC6	False	CORA1_HUMAN		CPI-SC090152EEE	COL27A1	0.127	0.086
COL28A1	Q2UY09	False	COSA1_HUMAN		CPI-SC0E9AA9087	COL28A1	0.014	0.006
COL2A1	P02458	False	CO2A1_HUMAN		CPI-SC0AA90A03B	COL2A1	0.092	0.014
COL3A1	P02461	False	CO3A1_HUMAN		CPI-SC0A7864078	COL3A1	0.111	0.665
COL4A1	P02462	False	CO4A1_HUMAN		CPI-SC0756B421F	COL4A1	1.077	1.961
COL4A2	P08572	False	CO4A2_HUMAN		CPI-SC0096917A2	COL4A2	1.317	1.591
COL4A3	Q01955	False	CO4A3_HUMAN		CPI-SC0CC8A2F79	COL4A3	0.022	0.009
COL4A4	P53420	False	CO4A4_HUMAN		CPI-SC030087D4F	COL4A4	0.05	0.022
COL4A5	P29400	False	CO4A5_HUMAN		CPI-SC0F1833AC0	COL4A5	1.141	0.52
COL4A6	Q14031	False	CO4A6_HUMAN		CPI-SC0BFDE14E9	COL4A6	0.504	0.128
COL5A1	P20908	False	CO5A1_HUMAN		CPI-SC05590EDD3	COL5A1	0.492	0.571
COL5A2	P05997	False	CO5A2_HUMAN		CPI-SC0CED85DDE	COL5A2	1.136	0.835
COL6A1	P12109	False	CO6A1_HUMAN		CPI-SC0251EEF61	COL6A1	0.268	0.171
COL6A2	P12110	False	CO6A2_HUMAN		CPI-SC07F654CB3	COL6A2	0.074	0.46
COL6A3	P12111	False	CO6A3_HUMAN		CPI-SC059D160BE	COL6A3	0.006	0.059
COL6A6	A6NMZ7	False	CO6A6_HUMAN		CPI-SC0E03C13D1	COL6A6	0.008	0.008
COL7A1	Q02388	False	CO7A1_HUMAN		CPI-SC0B4771D76	COL7A1	0.064	0.012
COL8A1	P27658	False	CO8A1_HUMAN		CPI-SC068FFC547	COL8A1	0.031	0.255
COL9A1	P20849	False	CO9A1_HUMAN		CPI-SC050CC3A3F	COL9A1	0.217	0.028
COL9A2	Q14055	False	CO9A2_HUMAN		CPI-SC0A210DC1F	COL9A2	0.002	0.003
COL9A3	Q14050	False	CO9A3_HUMAN		CPI-SC0FD500AF3	COL9A3	0.004	0.002
FN1	P02751	False	FINC_HUMAN		CPI-SC0C91660AB	FN1	0.631	1.805
COL10A1	Q03692	False	COAA1_HUMAN		CPI-SC0519DE925	COL10A1	0.017	0.009
COL11A1	P12107	False	COBA1_HUMAN		CPI-SC06F3DDF90	COL11A1	0.034	0.324
COL11A2	P13942	False	COBA2_HUMAN		CPI-SC06DCE672A	COL11A2	0.157	0.015
COL12A1	Q99715	False	COCA1_HUMAN		CPI-SC0A3722F1F	COL12A1	0.137	0.138
COL13A1	Q5TAT6	False	CODA1_HUMAN		CPI-SC093DFA335	COL13A1	0.292	0.179
COL14A1	Q05707	False	COEA1_HUMAN		CPI-SC092A2325E	COL14A1	0.025	0.009
COL15A1	P39059	False	COFA1_HUMAN		CPI-SC0BCE0B954	COL15A1	0.014	0.567
COL16A1	Q07092	False	COGA1_HUMAN		CPI-SC01633DC81	COL16A1	0.167	0.023
COL17A1	Q9UMD9	False	COHA1_HUMAN		CPI-SC0D3C68BD6	COL17A1	0.002	0.002
COL18A1	P39060	False	COIA1_HUMAN		CPI-SC0755F1632	COL18A1	1.429	0.664
COL19A1	Q14993	False	COJA1_HUMAN		CPI-SC0E09C8768	COL19A1	0.114	0.019
COL1A1	P02452	False	CO1A1_HUMAN		CPI-SC0AD2341AF	COL1A1	0.321	1.01
COL1A2	P08123	False	CO1A2_HUMAN		CPI-SC015ECCD97	COL1A2	0.39	0.877
COL21A1	Q96P44	False	COLA1_HUMAN		CPI-SC0C1E494D6	COL21A1	0.239	0.217
COL22A1	Q8NFW1	False	COMA1_HUMAN		CPI-SC015ED6B05	COL22A1	0.185	0.077
COL24A1	Q17RW2	False	COOA1_HUMAN		CPI-SC0B09B811A	COL24A1	0.004	0.014
COL26A1	Q96A83	False	COQA1_HUMAN		CPI-SC08885876E	COL26A1	0.004	0.007
COL27A1	Q8IZC6	False	CORA1_HUMAN		CPI-SC0FC6454F5	COL27A1	0.127	0.086
COL28A1	Q2UY09	False	COSA1_HUMAN		CPI-SC0E40282DA	COL28A1	0.014	0.006
COL2A1	P02458	False	CO2A1_HUMAN		CPI-SC0A5E87289	COL2A1	0.092	0.014
COL3A1	P02461	False	CO3A1_HUMAN		CPI-SC0C061DC28	COL3A1	0.111	0.665
COL4A1	P02462	False	CO4A1_HUMAN		CPI-SC0C351F7DF	COL4A1	1.077	1.961
COL4A2	P08572	False	CO4A2_HUMAN		CPI-SC09AE93F66	COL4A2	1.317	1.591
COL4A3	Q01955	False	CO4A3_HUMAN		CPI-SC08F17FB3E	COL4A3	0.022	0.009
COL4A4	P53420	False	CO4A4_HUMAN		CPI-SC0FAC9844A	COL4A4	0.05	0.022
COL4A5	P29400	False	CO4A5_HUMAN		CPI-SC044B5BE16	COL4A5	1.141	0.52
COL4A6	Q14031	False	CO4A6_HUMAN		CPI-SC01539071B	COL4A6	0.504	0.128
COL5A1	P20908	False	CO5A1_HUMAN		CPI-SC08821B0D2	COL5A1	0.492	0.571
COL5A2	P05997	False	CO5A2_HUMAN		CPI-SC075489ADB	COL5A2	1.136	0.835
COL6A1	P12109	False	CO6A1_HUMAN		CPI-SC0FB1817EE	COL6A1	0.268	0.171
COL6A2	P12110	False	CO6A2_HUMAN		CPI-SC0C5B4E222	COL6A2	0.074	0.46
COL6A3	P12111	False	CO6A3_HUMAN		CPI-SC044916391	COL6A3	0.006	0.059
COL6A6	A6NMZ7	False	CO6A6_HUMAN		CPI-SC0EDDBD0FB	COL6A6	0.008	0.008
COL7A1	Q02388	False	CO7A1_HUMAN		CPI-SC037038602	COL7A1	0.064	0.012
COL8A1	P27658	False	CO8A1_HUMAN		CPI-SC04FF0CDA1	COL8A1	0.031	0.255
COL9A1	P20849	False	CO9A1_HUMAN		CPI-SC0E8C3A996	COL9A1	0.217	0.028
COL9A2	Q14055	False	CO9A2_HUMAN		CPI-SC0C155763A	COL9A2	0.002	0.003
COL9A3	Q14050	False	CO9A3_HUMAN		CPI-SC086D7EC73	COL9A3	0.004	0.002
FN1	P02751	False	FINC_HUMAN		CPI-SC0AE4F5BAB	FN1	0.631	1.805
COL3A1	P02461	False	CO3A1_HUMAN		CPI-SS0343DD0EE	COL3A1	0.111	0.665
TGM2	P21980	False	TGM2_HUMAN		CPI-SS09C0B8677	TGM2	1.345	0.375
COL4A1	P02462	False	CO4A1_HUMAN		CPI-SS015BF69EE	COL4A1	1.077	1.961
COL4A2	P08572	False	CO4A2_HUMAN		CPI-SS01771D11B	COL4A2	1.317	1.591
COL4A3	Q01955	False	CO4A3_HUMAN		CPI-SS0AADAB219	COL4A3	0.022	0.009
COL4A4	P53420	False	CO4A4_HUMAN		CPI-SS06D2944B5	COL4A4	0.05	0.022
COL4A5	P29400	False	CO4A5_HUMAN		CPI-SS0924C61F1	COL4A5	1.141	0.52
COL4A6	Q14031	False	CO4A6_HUMAN		CPI-SS0BBF93C62	COL4A6	0.504	0.128
LAMA2	P24043	False	LAMA2_HUMAN		CPI-SS0335C4DDE	LAMA2	1.35	0.326
PRNP	F7VJQ1	False	APRIO_HUMAN		CPI-SS0087B834D	PRNP	0.334	0.235
DSC2	Q02487	False	DSC2_HUMAN		CPI-SS06D13FCD3	DSC2	0.093	0.107
DSG2	Q14126	False	DSG2_HUMAN		CPI-SS0B6F0C894	DSG2	0.211	0.158
DAG1	Q14118	False	DAG1_HUMAN		CPI-SS09491FBF4	DAG1	0.496	0.239
DAG1	Q14118	False	DAG1_HUMAN		CPI-SS0D9DE7106	DAG1	0.496	0.239
CLSTN1	O94985	False	CSTN1_HUMAN		CPI-SS0DD3733E8	CLSTN1	0.303	0.308
CLSTN2	Q9H4D0	False	CSTN2_HUMAN		CPI-SS01A7DC3C1	CLSTN2	0.08	0.074
CLSTN3	Q9BQT9	False	CSTN3_HUMAN		CPI-SS0180FFBED	CLSTN3	0.039	0.086
LRRTM2	O43300	False	LRRT2_HUMAN		CPI-SS0C0329180	LRRTM2	0.002	0.003
LRRTM3	Q86VH5	False	LRRT3_HUMAN		CPI-SS026EC3854	LRRTM3	0.542	0.111
LRRTM4	Q86VH4	False	LRRT4_HUMAN		CPI-SS0F97A06CD	LRRTM4	0.148	0.059
NLGN1	Q8N2Q7	False	NLGN1_HUMAN		CPI-SS0731F750C	NLGN1	0.702	0.21
NLGN2	Q8NFZ4	False	NLGN2_HUMAN		CPI-SS0C12FCB93	NLGN2	0.021	0.039
NLGN3	Q9NZ94	False	NLGN3_HUMAN		CPI-SS07FBAAD8D	NLGN3	0.016	0.006
NLGN4X	Q8N0W4	False	NLGNX_HUMAN		CPI-SS0F9118AB4	NLGN4X	0.026	0.235
NLGN4Y	Q8NFZ3	False	NLGNY_HUMAN		CPI-SS0837C7966	NLGN4Y	0.003	0.004
FN1	P02751	False	FINC_HUMAN		CPI-SC0149E8473	FN1	0.631	1.805
L1CAM	P32004	False	L1CAM_HUMAN		CPI-SC088D2EEF4	L1CAM	0.001	0.01
THBS1	P07996	False	TSP1_HUMAN		CPI-SC0D085D655	THBS1	0.233	1.223
VTN	P04004	False	VTNC_HUMAN		CPI-SC0EA162039	VTN	0.018	0.005
ICAM1	P05362	False	ICAM1_HUMAN		CPI-SC0C09120F1	ICAM1	0.003	0.02
JAM3	Q9BX67	False	JAM3_HUMAN		CPI-SC071B77A18	JAM3	0.222	0.567
F10	P00742	False	FA10_HUMAN		CPI-SC02C7E2DB4	F10	0.032	0.007
C3	P01024	False	CO3_HUMAN		CPI-SC0C93C7670	C3	0.003	0.005
THY1	P04216	False	THY1_HUMAN		CPI-SC003905460	THY1	0.008	0.446
GP1BA	P07359	False	GP1BA_HUMAN		CPI-SC0329DFA42	GP1BA	0.002	0.001
FN1	P02751	False	FINC_HUMAN		CPI-SC08C485EAE	FN1	0.631	1.805
LAMA3	Q16787	False	LAMA3_HUMAN		CPI-SC0E5A1BA8E	LAMA3	0.003	0.01
THBS1	P07996	False	TSP1_HUMAN		CPI-SC0B80B8591	THBS1	0.233	1.223
CSPG4	Q6UVK1	False	CSPG4_HUMAN		CPI-SC0FA241084	CSPG4	0.04	0.024
FN1	P02751	False	FINC_HUMAN		CPI-SC0F96CE387	FN1	0.631	1.805
JAM2	P57087	False	JAM2_HUMAN		CPI-SC0C2126F8E	JAM2	0.026	0.022
SPP1	P10451	False	OSTP_HUMAN		CPI-SC0C81483EA	SPP1	0.003	0.121
TNC	P24821	False	TENA_HUMAN		CPI-SC00B50273B	TNC	0.021	0.132
VCAM1	P19320	False	VCAM1_HUMAN		CPI-SC0B2557C9D	VCAM1	0.739	0.119
PLAUR	Q03405	False	UPAR_HUMAN		CPI-SC0E029AB31	PLAUR	0.02	0.286
FN1	P02751	False	FINC_HUMAN		CPI-SC06C3BA86F	FN1	0.631	1.805
L1CAM	P32004	False	L1CAM_HUMAN		CPI-SC02CB6F5A5	L1CAM	0.001	0.01
FBN1	P35555	False	FBN1_HUMAN		CPI-SC0ABE9B7D2	FBN1	0.04	0.511
FN1	P02751	False	FINC_HUMAN		CPI-SC04BC5B245	FN1	0.631	1.805
TNC	P24821	False	TENA_HUMAN		CPI-SC09B2D1C63	TNC	0.021	0.132
FN1	P02751	False	FINC_HUMAN		CPI-SC08F923F07	FN1	0.631	1.805
L1CAM	P32004	False	L1CAM_HUMAN		CPI-SC01D9AD677	L1CAM	0.001	0.01
VTN	P04004	False	VTNC_HUMAN		CPI-SC0717E21B0	VTN	0.018	0.005
FN1	P02751	False	FINC_HUMAN		CPI-SC06D7BD0F6	FN1	0.631	1.805
L1CAM	P32004	False	L1CAM_HUMAN		CPI-SC0FCA446B5	L1CAM	0.001	0.01
LAMC1	P11047	False	LAMC1_HUMAN		CPI-SC07763D025	LAMC1	0.577	0.697
SPP1	P10451	False	OSTP_HUMAN		CPI-SC03E67206C	SPP1	0.003	0.121
TNC	P24821	False	TENA_HUMAN		CPI-SC021D4420C	TNC	0.021	0.132
THBS1	P07996	False	TSP1_HUMAN		CPI-SC02EA03F82	THBS1	0.233	1.223
VTN	P04004	False	VTNC_HUMAN		CPI-SC045FE8A01	VTN	0.018	0.005
FGF1	P05230	False	FGF1_HUMAN		CPI-SC0FB36427B	FGF1	0.315	0.059
FGF2	P09038	False	FGF2_HUMAN		CPI-SC0F72E9E4E	FGF2	0.05	0.07
IGF1	P05019	False	IGF1_HUMAN		CPI-SC0D3D23FAA	IGF1	0.012	0.033
PLAUR	Q03405	False	UPAR_HUMAN		CPI-SC0C4FD0754	PLAUR	0.02	0.286
THY1	P04216	False	THY1_HUMAN		CPI-SC0F0AC498A	THY1	0.008	0.446
VWF	P04275	False	VWF_HUMAN		CPI-SC060FE7871	VWF	0.002	0.047
MMP2	P08253	False	MMP2_HUMAN		CPI-SC0A6D5D2B1	MMP2	0.065	0.548
OMD	Q99983	False	OMD_HUMAN		CPI-SC042AD06C6	OMD	0.013	0.006
FN1	P02751	False	FINC_HUMAN		CPI-SC09B45FB39	FN1	0.631	1.805
GJA1	P17302	False	CXA1_HUMAN		CPI-SS04829AC68	GJA1	0.686	0.671
GJA3	Q9Y6H8	False	CXA3_HUMAN		CPI-SS08658BB16	GJA3	0.388	0.045
GJC1	P36383	False	CXG1_HUMAN		CPI-SS0C4261737	GJC1	0.489	0.135
GJA1	P17302	False	CXA1_HUMAN		CPI-SS024F36886	GJA1	0.686	0.671
GJA3	Q9Y6H8	False	CXA3_HUMAN		CPI-SS0F5FC7262	GJA3	0.388	0.045
GJA5	P36382	False	CXA5_HUMAN		CPI-SS0ACFA4F22	GJA5	0.105	0.315
GJC1	P36383	False	CXG1_HUMAN		CPI-SS0E7883ADC	GJC1	0.489	0.135
GJA3	Q9Y6H8	False	CXA3_HUMAN		CPI-SS00457EB1A	GJA3	0.388	0.045
GJA3	Q9Y6H8	False	CXA3_HUMAN		CPI-SS062D2530F	GJA3	0.388	0.045
GJC1	P36383	False	CXG1_HUMAN		CPI-SS0CEFF4625	GJC1	0.489	0.135
ICAM1	P05362	False	ICAM1_HUMAN		CPI-SS09C4FCB90	ICAM1	0.003	0.02
ICAM3	P32942	False	ICAM3_HUMAN		CPI-SC03C325B42	ICAM3	0.035	0.096
VCAM1	P19320	False	VCAM1_HUMAN		CPI-SC032D980B8	VCAM1	0.739	0.119
JAM2	P57087	False	JAM2_HUMAN		CPI-SS087B53ABF	JAM2	0.026	0.022
JAM3	Q9BX67	False	JAM3_HUMAN		CPI-SS0F9D53834	JAM3	0.222	0.567
L1CAM	P32004	False	L1CAM_HUMAN		CPI-SC030C83222	L1CAM	0.001	0.01
L1CAM	P32004	False	L1CAM_HUMAN		CPI-SC0EB9B5460	L1CAM	0.001	0.01
SPP1	P10451	False	OSTP_HUMAN		CPI-SC069FF84F5	SPP1	0.003	0.121
TNC	P24821	False	TENA_HUMAN		CPI-SC0B5F57CE1	TNC	0.021	0.132
VCAM1	P19320	False	VCAM1_HUMAN		CPI-SC061E89E41	VCAM1	0.739	0.119
L1CAM	P32004	False	L1CAM_HUMAN		CPI-SS0ACD487F0	L1CAM	0.001	0.01
LAMC1	P11047	False	LAMC1_HUMAN		CPI-SC024FAED24	LAMC1	0.577	0.697
LAMC1	P11047	False	LAMC1_HUMAN		CPI-SC03FF6E42F	LAMC1	0.577	0.697
VWF	P04275	False	VWF_HUMAN		CPI-SC00EEDCBE2	VWF	0.002	0.047
THBS1	P07996	False	TSP1_HUMAN		CPI-SS0C93E48D7	THBS1	0.233	1.223
THBS2	P35442	False	TSP2_HUMAN		CPI-SS0914C7C85	THBS2	0.002	0.029
ENTPD1	P49961	False	ENTP1_HUMAN		CPI-SS026C7F8A2	ENTPD1	0.006	0.234
ENTPD1	P49961	False	ENTP1_HUMAN		CPI-SS0E90C46BC	ENTPD1	0.006	0.234
ENTPD1	P49961	False	ENTP1_HUMAN		CPI-SS08C884E97	ENTPD1	0.006	0.234
ADM2	Q7Z4H4	False	ADM2_HUMAN		CPI-SC01AD532CA	ADM2	0.003	0.014
ASIP	P42127	False	ASIP_HUMAN		CPI-SS019ABECEC	ASIP	0.012	0.005
AGRN	O00468	False	AGRIN_HUMAN		CPI-SS0593F278B	AGRN	0.094	0.092
LRRC4B	Q9NT99	False	LRC4B_HUMAN		CPI-SS023656B4B	LRRC4B	0.04	0.117
LRFN4	Q6PJG9	False	LRFN4_HUMAN		CPI-SS064D15A83	LRFN4	0.069	0.087
LRFN5	Q96NI6	False	LRFN5_HUMAN		CPI-SS0DCD351AD	LRFN5	0.041	0.106
LRRTM4	Q86VH4	False	LRRT4_HUMAN		CPI-SS08968FFAE	LRRTM4	0.148	0.059
SLITRK4	Q8IW52	False	SLIK4_HUMAN		CPI-SS0EEF491E3	SLITRK4	0.008	0.06
SLITRK5	O94991	False	SLIK5_HUMAN		CPI-SS05F136AA2	SLITRK5	0.001	0.012
APP	P05067	False	A4_HUMAN		CPI-SS080C81D37	APP	0.725	1.098
APP	P05067	False	A4_HUMAN		CPI-SS0CB6F5575	APP	0.725	1.098
APLP2	Q06481	False	APLP2_HUMAN		CPI-SS0DF830287	APLP2	1.002	1.237
APP	P05067	False	A4_HUMAN		CPI-SS07ACDDCD6	APP	0.725	1.098
APP	P05067	False	A4_HUMAN		CPI-SS097A84265	APP	0.725	1.098
ANGPT1	Q15389	False	ANGP1_HUMAN		CPI-SS0DE9B07A8	ANGPT1	0.19	0.041
ANGPT2	O15123	False	ANGP2_HUMAN		CPI-SS0BAB460FF	ANGPT2	0.056	0.9
APELA	P0DMC3	False	ELA_HUMAN		CPI-SS08719F19E	APELA	0.004	0.0
APLN	Q9ULZ1	False	APEL_HUMAN		CPI-SS086CB298F	APLN	0.032	0.905
APOA1	P02647	False	APOA1_HUMAN		CPI-SS015B29D3F	APOA1	0.059	0.011
NGF	P01138	False	NGF_HUMAN		CPI-SS0EDD4928A	NGF	0.003	0.008
BDNF	P23560	False	BDNF_HUMAN		CPI-SS0E4E83C2E	BDNF	0.011	0.098
NTF3	P20783	False	NTF3_HUMAN		CPI-SS0AEAEEECB	NTF3	0.008	0.007
NTF4	P34130	False	NTF4_HUMAN		CPI-SS0AA76E0E4	NTF4	0.034	0.003
CD80	P33681	False	CD80_HUMAN		CPI-SS081A36E07	CD80	0.001	0.002
NGF	P01138	False	NGF_HUMAN		CPI-SS052127A00	NGF	0.003	0.008
NTF3	P20783	False	NTF3_HUMAN		CPI-SS0BE3867AB	NTF3	0.008	0.007
NGF	P01138	False	NGF_HUMAN		CPI-SS0DD9B3D49	NGF	0.003	0.008
BDNF	P23560	False	BDNF_HUMAN		CPI-SS09A36B221	BDNF	0.011	0.098
NTS	P30990	False	NEUT_HUMAN		CPI-SS0A437E174	NTS	0.003	0.001
LRPAP1	P30533	False	AMRP_HUMAN		CPI-SS02A53F29E	LRPAP1	0.696	0.539
BMP10	O95393	False	BMP10_HUMAN		CPI-SC04A52C935	BMP10	0.01	0.001
GDF2	Q9UK05	False	GDF2_HUMAN		CPI-SC0C36CD752	GDF2	0.027	0.003
BMP10	O95393	False	BMP10_HUMAN		CPI-SC07C452E3D	BMP10	0.01	0.001
GDF2	Q9UK05	False	GDF2_HUMAN		CPI-SC05B4B8690	GDF2	0.027	0.003
BMP2	P12643	False	BMP2_HUMAN		CPI-SC0C403F032	BMP2	0.171	0.051
BMP4	P12644	False	BMP4_HUMAN		CPI-SC07F8BC578	BMP4	0.003	0.156
BMP5	P22003	False	BMP5_HUMAN		CPI-SC08AB23320	BMP5	1.216	0.211
BMP6	P22004	False	BMP6_HUMAN		CPI-SC0DDF53DDB	BMP6	0.015	0.583
BMP7	P18075	False	BMP7_HUMAN		CPI-SC0DA028FF9	BMP7	0.607	0.073
BMP8A	Q7Z5Y6	False	BMP8A_HUMAN		CPI-SC0E866CD7F	BMP8A	0.003	0.004
GDF5	P43026	False	GDF5_HUMAN		CPI-SC0A76B562F	GDF5	0.004	0.003
GDF6	Q6KF10	False	GDF6_HUMAN		CPI-SC090BF166F	GDF6	0.024	0.046
GDF7	Q7Z4P5	False	GDF7_HUMAN		CPI-SC039AFE4AD	GDF7	0.002	0.079
BMP2	P12643	False	BMP2_HUMAN		CPI-SC0464F1C6E	BMP2	0.171	0.051
BMP4	P12644	False	BMP4_HUMAN		CPI-SC052486D3E	BMP4	0.003	0.156
BMP5	P22003	False	BMP5_HUMAN		CPI-SC09FC5131F	BMP5	1.216	0.211
BMP6	P22004	False	BMP6_HUMAN		CPI-SC0C97FACEA	BMP6	0.015	0.583
BMP7	P18075	False	BMP7_HUMAN		CPI-SC0BACF0481	BMP7	0.607	0.073
BMP8A	Q7Z5Y6	False	BMP8A_HUMAN		CPI-SC0F5A1D137	BMP8A	0.003	0.004
GDF5	P43026	False	GDF5_HUMAN		CPI-SC061191F76	GDF5	0.004	0.003
GDF6	Q6KF10	False	GDF6_HUMAN		CPI-SC00694A66B	GDF6	0.024	0.046
GDF7	Q7Z4P5	False	GDF7_HUMAN		CPI-SC08FDDEC16	GDF7	0.002	0.079
BMP2	P12643	False	BMP2_HUMAN		CPI-SC05FF723A3	BMP2	0.171	0.051
BMP4	P12644	False	BMP4_HUMAN		CPI-SC00DB2B867	BMP4	0.003	0.156
BMP5	P22003	False	BMP5_HUMAN		CPI-SC00CF68ED3	BMP5	1.216	0.211
BMP6	P22004	False	BMP6_HUMAN		CPI-SC0C676F3BE	BMP6	0.015	0.583
BMP7	P18075	False	BMP7_HUMAN		CPI-SC0D389E644	BMP7	0.607	0.073
BMP8A	Q7Z5Y6	False	BMP8A_HUMAN		CPI-SC0079A1C11	BMP8A	0.003	0.004
GDF5	P43026	False	GDF5_HUMAN		CPI-SC011C55B71	GDF5	0.004	0.003
GDF6	Q6KF10	False	GDF6_HUMAN		CPI-SC0E5E4119C	GDF6	0.024	0.046
GDF7	Q7Z4P5	False	GDF7_HUMAN		CPI-SC0819046AF	GDF7	0.002	0.079
BMP2	P12643	False	BMP2_HUMAN		CPI-SC04266947A	BMP2	0.171	0.051
BMP4	P12644	False	BMP4_HUMAN		CPI-SC01D95B14C	BMP4	0.003	0.156
BMP5	P22003	False	BMP5_HUMAN		CPI-SC09E264612	BMP5	1.216	0.211
BMP6	P22004	False	BMP6_HUMAN		CPI-SC0D05B755E	BMP6	0.015	0.583
BMP7	P18075	False	BMP7_HUMAN		CPI-SC049520B40	BMP7	0.607	0.073
BMP8A	Q7Z5Y6	False	BMP8A_HUMAN		CPI-SC0A6BE23E9	BMP8A	0.003	0.004
GDF5	P43026	False	GDF5_HUMAN		CPI-SC02AACC81C	GDF5	0.004	0.003
GDF7	Q7Z4P5	False	GDF7_HUMAN		CPI-SC02B778C0B	GDF7	0.002	0.079
BMP2	P12643	False	BMP2_HUMAN		CPI-SC0FB40175C	BMP2	0.171	0.051
BMP4	P12644	False	BMP4_HUMAN		CPI-SC01C6EA11C	BMP4	0.003	0.156
BMP5	P22003	False	BMP5_HUMAN		CPI-SC0D6D4E48B	BMP5	1.216	0.211
BMP6	P22004	False	BMP6_HUMAN		CPI-SC0F6C8C336	BMP6	0.015	0.583
BMP7	P18075	False	BMP7_HUMAN		CPI-SC05824EDF4	BMP7	0.607	0.073
BMP8A	Q7Z5Y6	False	BMP8A_HUMAN		CPI-SC0722594B0	BMP8A	0.003	0.004
GDF5	P43026	False	GDF5_HUMAN		CPI-SC09AFF0384	GDF5	0.004	0.003
GDF6	Q6KF10	False	GDF6_HUMAN		CPI-SC089058CD0	GDF6	0.024	0.046
GDF7	Q7Z4P5	False	GDF7_HUMAN		CPI-SC06C46F1A9	GDF7	0.002	0.079
BMP2	P12643	False	BMP2_HUMAN		CPI-SC070B9F112	BMP2	0.171	0.051
BMP4	P12644	False	BMP4_HUMAN		CPI-SC0915DDE22	BMP4	0.003	0.156
BMP5	P22003	False	BMP5_HUMAN		CPI-SC085698C59	BMP5	1.216	0.211
BMP6	P22004	False	BMP6_HUMAN		CPI-SC00D19A858	BMP6	0.015	0.583
BMP7	P18075	False	BMP7_HUMAN		CPI-SC0B1EBCCC6	BMP7	0.607	0.073
BMP8A	Q7Z5Y6	False	BMP8A_HUMAN		CPI-SC02AFDCE1F	BMP8A	0.003	0.004
GDF6	Q6KF10	False	GDF6_HUMAN		CPI-SC0B118E8DA	GDF6	0.024	0.046
GDF7	Q7Z4P5	False	GDF7_HUMAN		CPI-SC0A1278CD8	GDF7	0.002	0.079
BMP5	P22003	False	BMP5_HUMAN		CPI-SC0C33040A3	BMP5	1.216	0.211
BMP6	P22004	False	BMP6_HUMAN		CPI-SC079BB7A02	BMP6	0.015	0.583
BMP7	P18075	False	BMP7_HUMAN		CPI-SC063D5B0A1	BMP7	0.607	0.073
BMP8A	Q7Z5Y6	False	BMP8A_HUMAN		CPI-SC0F78051B8	BMP8A	0.003	0.004
INHA	P05111	False	INHA_HUMAN		CPI-SC06FA9E664	INHA	0.159	0.016
BMP5	P22003	False	BMP5_HUMAN		CPI-SC04091C5FD	BMP5	1.216	0.211
BMP6	P22004	False	BMP6_HUMAN		CPI-SC0A978EC39	BMP6	0.015	0.583
BMP7	P18075	False	BMP7_HUMAN		CPI-SC0A9057425	BMP7	0.607	0.073
BMP8A	Q7Z5Y6	False	BMP8A_HUMAN		CPI-SC0EBF691F3	BMP8A	0.003	0.004
INHA	P05111	False	INHA_HUMAN		CPI-SC0D868E29E	INHA	0.159	0.016
BMP5	P22003	False	BMP5_HUMAN		CPI-SC0D0822443	BMP5	1.216	0.211
BMP6	P22004	False	BMP6_HUMAN		CPI-SC00DF87C38	BMP6	0.015	0.583
BMP7	P18075	False	BMP7_HUMAN		CPI-SC04771EF53	BMP7	0.607	0.073
BMP8A	Q7Z5Y6	False	BMP8A_HUMAN		CPI-SC0BD23E626	BMP8A	0.003	0.004
BDNF	P23560	False	BDNF_HUMAN		CPI-SS0BA601DC4	BDNF	0.011	0.098
