gene_name	uniprot	is_complex	protein_name	complex_name	id_cp_interaction	gene	Cardiomyocyte	Other
LAMA3	Q16787	False	LAMA3_HUMAN		CPI-SC0E5A1BA8E	LAMA3	0.006	0.005
THBS1	P07996	False	TSP1_HUMAN		CPI-SC0B80B8591	THBS1	0.056	0.133
CSPG4	Q6UVK1	False	CSPG4_HUMAN		CPI-SC0FA241084	CSPG4	0.022	0.024
FN1	P02751	False	FINC_HUMAN		CPI-SC0F96CE387	FN1	0.488	0.737
JAM2	P57087	False	JAM2_HUMAN		CPI-SC0C2126F8E	JAM2	0.02	0.008
SPP1	P10451	False	OSTP_HUMAN		CPI-SC0C81483EA	SPP1	0.0	0.003
TNC	P24821	False	TENA_HUMAN		CPI-SC00B50273B	TNC	0.019	0.043
VCAM1	P19320	False	VCAM1_HUMAN		CPI-SC0B2557C9D	VCAM1	0.377	0.279
PLAUR	Q03405	False	UPAR_HUMAN		CPI-SC0E029AB31	PLAUR	0.02	0.057
FN1	P02751	False	FINC_HUMAN		CPI-SC06C3BA86F	FN1	0.488	0.737
L1CAM	P32004	False	L1CAM_HUMAN		CPI-SC02CB6F5A5	L1CAM	0.001	0.007
FBN1	P35555	False	FBN1_HUMAN		CPI-SC0ABE9B7D2	FBN1	0.05	0.248
FN1	P02751	False	FINC_HUMAN		CPI-SC04BC5B245	FN1	0.488	0.737
TNC	P24821	False	TENA_HUMAN		CPI-SC09B2D1C63	TNC	0.019	0.043
FN1	P02751	False	FINC_HUMAN		CPI-SC08F923F07	FN1	0.488	0.737
L1CAM	P32004	False	L1CAM_HUMAN		CPI-SC01D9AD677	L1CAM	0.001	0.007
VTN	P04004	False	VTNC_HUMAN		CPI-SC0717E21B0	VTN	0.003	0.003
FN1	P02751	False	FINC_HUMAN		CPI-SC06D7BD0F6	FN1	0.488	0.737
L1CAM	P32004	False	L1CAM_HUMAN		CPI-SC0FCA446B5	L1CAM	0.001	0.007
LAMC1	P11047	False	LAMC1_HUMAN		CPI-SC07763D025	LAMC1	0.443	0.442
SPP1	P10451	False	OSTP_HUMAN		CPI-SC03E67206C	SPP1	0.0	0.003
TNC	P24821	False	TENA_HUMAN		CPI-SC021D4420C	TNC	0.019	0.043
THBS1	P07996	False	TSP1_HUMAN		CPI-SC02EA03F82	THBS1	0.056	0.133
VTN	P04004	False	VTNC_HUMAN		CPI-SC045FE8A01	VTN	0.003	0.003
FGF1	P05230	False	FGF1_HUMAN		CPI-SC0FB36427B	FGF1	0.088	0.033
FGF2	P09038	False	FGF2_HUMAN		CPI-SC0F72E9E4E	FGF2	0.047	0.044
IGF1	P05019	False	IGF1_HUMAN		CPI-SC0D3D23FAA	IGF1	0.012	0.006
PLAUR	Q03405	False	UPAR_HUMAN		CPI-SC0C4FD0754	PLAUR	0.02	0.057
THY1	P04216	False	THY1_HUMAN		CPI-SC0F0AC498A	THY1	0.001	0.02
VWF	P04275	False	VWF_HUMAN		CPI-SC060FE7871	VWF	0.001	0.001
MMP2	P08253	False	MMP2_HUMAN		CPI-SC0A6D5D2B1	MMP2	0.02	0.086
OMD	Q99983	False	OMD_HUMAN		CPI-SC042AD06C6	OMD	0.012	0.002
FN1	P02751	False	FINC_HUMAN		CPI-SC09B45FB39	FN1	0.488	0.737
GJA1	P17302	False	CXA1_HUMAN		CPI-SS04829AC68	GJA1	0.177	0.173
GJA3	Q9Y6H8	False	CXA3_HUMAN		CPI-SS08658BB16	GJA3	0.341	0.169
GJC1	P36383	False	CXG1_HUMAN		CPI-SS0C4261737	GJC1	0.231	0.099
GJA1	P17302	False	CXA1_HUMAN		CPI-SS024F36886	GJA1	0.177	0.173
GJA3	Q9Y6H8	False	CXA3_HUMAN		CPI-SS0F5FC7262	GJA3	0.341	0.169
GJA5	P36382	False	CXA5_HUMAN		CPI-SS0ACFA4F22	GJA5	0.006	0.003
GJC1	P36383	False	CXG1_HUMAN		CPI-SS0E7883ADC	GJC1	0.231	0.099
GJA3	Q9Y6H8	False	CXA3_HUMAN		CPI-SS00457EB1A	GJA3	0.341	0.169
GJA3	Q9Y6H8	False	CXA3_HUMAN		CPI-SS062D2530F	GJA3	0.341	0.169
GJC1	P36383	False	CXG1_HUMAN		CPI-SS0CEFF4625	GJC1	0.231	0.099
ICAM1	P05362	False	ICAM1_HUMAN		CPI-SS09C4FCB90	ICAM1	0.006	0.014
ICAM3	P32942	False	ICAM3_HUMAN		CPI-SC03C325B42	ICAM3	0.013	0.017
VCAM1	P19320	False	VCAM1_HUMAN		CPI-SC032D980B8	VCAM1	0.377	0.279
JAM2	P57087	False	JAM2_HUMAN		CPI-SS087B53ABF	JAM2	0.02	0.008
JAM3	Q9BX67	False	JAM3_HUMAN		CPI-SS0F9D53834	JAM3	0.098	0.074
L1CAM	P32004	False	L1CAM_HUMAN		CPI-SC030C83222	L1CAM	0.001	0.007
L1CAM	P32004	False	L1CAM_HUMAN		CPI-SC0EB9B5460	L1CAM	0.001	0.007
SPP1	P10451	False	OSTP_HUMAN		CPI-SC069FF84F5	SPP1	0.0	0.003
TNC	P24821	False	TENA_HUMAN		CPI-SC0B5F57CE1	TNC	0.019	0.043
VCAM1	P19320	False	VCAM1_HUMAN		CPI-SC061E89E41	VCAM1	0.377	0.279
L1CAM	P32004	False	L1CAM_HUMAN		CPI-SS0ACD487F0	L1CAM	0.001	0.007
LAMC1	P11047	False	LAMC1_HUMAN		CPI-SC024FAED24	LAMC1	0.443	0.442
LAMC1	P11047	False	LAMC1_HUMAN		CPI-SC03FF6E42F	LAMC1	0.443	0.442
VWF	P04275	False	VWF_HUMAN		CPI-SC00EEDCBE2	VWF	0.001	0.001
THBS1	P07996	False	TSP1_HUMAN		CPI-SS0C93E48D7	THBS1	0.056	0.133
THBS2	P35442	False	TSP2_HUMAN		CPI-SS0914C7C85	THBS2	0.001	0.004
ENTPD1	P49961	False	ENTP1_HUMAN		CPI-SS026C7F8A2	ENTPD1	0.004	0.005
ENTPD1	P49961	False	ENTP1_HUMAN		CPI-SS0E90C46BC	ENTPD1	0.004	0.005
ENTPD1	P49961	False	ENTP1_HUMAN		CPI-SS08C884E97	ENTPD1	0.004	0.005
ADM2	Q7Z4H4	False	ADM2_HUMAN		CPI-SC01AD532CA	ADM2	0.0	0.004
ASIP	P42127	False	ASIP_HUMAN		CPI-SS019ABECEC	ASIP	0.02	0.006
AGRN	O00468	False	AGRIN_HUMAN		CPI-SS0593F278B	AGRN	0.043	0.07
LRRC4B	Q9NT99	False	LRC4B_HUMAN		CPI-SS023656B4B	LRRC4B	0.018	0.015
LRFN4	Q6PJG9	False	LRFN4_HUMAN		CPI-SS064D15A83	LRFN4	0.041	0.027
LRFN5	Q96NI6	False	LRFN5_HUMAN		CPI-SS0DCD351AD	LRFN5	0.038	0.047
LRRTM4	Q86VH4	False	LRRT4_HUMAN		CPI-SS08968FFAE	LRRTM4	0.149	0.052
SLITRK4	Q8IW52	False	SLIK4_HUMAN		CPI-SS0EEF491E3	SLITRK4	0.002	0.002
SLITRK5	O94991	False	SLIK5_HUMAN		CPI-SS05F136AA2	SLITRK5	0.002	0.0
APP	P05067	False	A4_HUMAN		CPI-SS080C81D37	APP	0.468	0.409
APP	P05067	False	A4_HUMAN		CPI-SS0CB6F5575	APP	0.468	0.409
APLP2	Q06481	False	APLP2_HUMAN		CPI-SS0DF830287	APLP2	0.776	0.79
APP	P05067	False	A4_HUMAN		CPI-SS07ACDDCD6	APP	0.468	0.409
APP	P05067	False	A4_HUMAN		CPI-SS097A84265	APP	0.468	0.409
ANGPT1	Q15389	False	ANGP1_HUMAN		CPI-SS0DE9B07A8	ANGPT1	0.115	0.045
ANGPT2	O15123	False	ANGP2_HUMAN		CPI-SS0BAB460FF	ANGPT2	0.049	0.026
APELA	P0DMC3	False	ELA_HUMAN		CPI-SS08719F19E	APELA	0.013	0.003
APLN	Q9ULZ1	False	APEL_HUMAN		CPI-SS086CB298F	APLN	0.015	0.025
APOA1	P02647	False	APOA1_HUMAN		CPI-SS015B29D3F	APOA1	0.041	0.032
NGF	P01138	False	NGF_HUMAN		CPI-SS0EDD4928A	NGF	0.004	0.007
BDNF	P23560	False	BDNF_HUMAN		CPI-SS0E4E83C2E	BDNF	0.009	0.045
NTF3	P20783	False	NTF3_HUMAN		CPI-SS0AEAEEECB	NTF3	0.002	0.001
NTF4	P34130	False	NTF4_HUMAN		CPI-SS0AA76E0E4	NTF4	0.052	0.028
CD80	P33681	False	CD80_HUMAN		CPI-SS081A36E07	CD80	0.003	0.0
NGF	P01138	False	NGF_HUMAN		CPI-SS052127A00	NGF	0.004	0.007
NTF3	P20783	False	NTF3_HUMAN		CPI-SS0BE3867AB	NTF3	0.002	0.001
NGF	P01138	False	NGF_HUMAN		CPI-SS0DD9B3D49	NGF	0.004	0.007
BDNF	P23560	False	BDNF_HUMAN		CPI-SS09A36B221	BDNF	0.009	0.045
NTS	P30990	False	NEUT_HUMAN		CPI-SS0A437E174	NTS	0.004	0.004
LRPAP1	P30533	False	AMRP_HUMAN		CPI-SS02A53F29E	LRPAP1	0.406	0.38
BMP10	O95393	False	BMP10_HUMAN		CPI-SC04A52C935	BMP10	0.0	0.002
GDF2	Q9UK05	False	GDF2_HUMAN		CPI-SC0C36CD752	GDF2	0.004	0.003
BMP10	O95393	False	BMP10_HUMAN		CPI-SC07C452E3D	BMP10	0.0	0.002
GDF2	Q9UK05	False	GDF2_HUMAN		CPI-SC05B4B8690	GDF2	0.004	0.003
BMP2	P12643	False	BMP2_HUMAN		CPI-SC0C403F032	BMP2	0.099	0.062
BMP4	P12644	False	BMP4_HUMAN		CPI-SC07F8BC578	BMP4	0.002	0.005
BMP5	P22003	False	BMP5_HUMAN		CPI-SC08AB23320	BMP5	1.328	0.602
BMP6	P22004	False	BMP6_HUMAN		CPI-SC0DDF53DDB	BMP6	0.004	0.02
BMP7	P18075	False	BMP7_HUMAN		CPI-SC0DA028FF9	BMP7	0.461	0.211
BMP8A	Q7Z5Y6	False	BMP8A_HUMAN		CPI-SC0E866CD7F	BMP8A	0.001	0.0
GDF5	P43026	False	GDF5_HUMAN		CPI-SC0A76B562F	GDF5	0.004	0.003
GDF6	Q6KF10	False	GDF6_HUMAN		CPI-SC090BF166F	GDF6	0.009	0.055
GDF7	Q7Z4P5	False	GDF7_HUMAN		CPI-SC039AFE4AD	GDF7	0.0	0.001
BMP2	P12643	False	BMP2_HUMAN		CPI-SC0464F1C6E	BMP2	0.099	0.062
BMP4	P12644	False	BMP4_HUMAN		CPI-SC052486D3E	BMP4	0.002	0.005
BMP5	P22003	False	BMP5_HUMAN		CPI-SC09FC5131F	BMP5	1.328	0.602
BMP6	P22004	False	BMP6_HUMAN		CPI-SC0C97FACEA	BMP6	0.004	0.02
BMP7	P18075	False	BMP7_HUMAN		CPI-SC0BACF0481	BMP7	0.461	0.211
BMP8A	Q7Z5Y6	False	BMP8A_HUMAN		CPI-SC0F5A1D137	BMP8A	0.001	0.0
GDF5	P43026	False	GDF5_HUMAN		CPI-SC061191F76	GDF5	0.004	0.003
GDF6	Q6KF10	False	GDF6_HUMAN		CPI-SC00694A66B	GDF6	0.009	0.055
GDF7	Q7Z4P5	False	GDF7_HUMAN		CPI-SC08FDDEC16	GDF7	0.0	0.001
BMP2	P12643	False	BMP2_HUMAN		CPI-SC05FF723A3	BMP2	0.099	0.062
BMP4	P12644	False	BMP4_HUMAN		CPI-SC00DB2B867	BMP4	0.002	0.005
BMP5	P22003	False	BMP5_HUMAN		CPI-SC00CF68ED3	BMP5	1.328	0.602
BMP6	P22004	False	BMP6_HUMAN		CPI-SC0C676F3BE	BMP6	0.004	0.02
BMP7	P18075	False	BMP7_HUMAN		CPI-SC0D389E644	BMP7	0.461	0.211
BMP8A	Q7Z5Y6	False	BMP8A_HUMAN		CPI-SC0079A1C11	BMP8A	0.001	0.0
GDF5	P43026	False	GDF5_HUMAN		CPI-SC011C55B71	GDF5	0.004	0.003
GDF6	Q6KF10	False	GDF6_HUMAN		CPI-SC0E5E4119C	GDF6	0.009	0.055
GDF7	Q7Z4P5	False	GDF7_HUMAN		CPI-SC0819046AF	GDF7	0.0	0.001
BMP2	P12643	False	BMP2_HUMAN		CPI-SC04266947A	BMP2	0.099	0.062
BMP4	P12644	False	BMP4_HUMAN		CPI-SC01D95B14C	BMP4	0.002	0.005
BMP5	P22003	False	BMP5_HUMAN		CPI-SC09E264612	BMP5	1.328	0.602
BMP6	P22004	False	BMP6_HUMAN		CPI-SC0D05B755E	BMP6	0.004	0.02
BMP7	P18075	False	BMP7_HUMAN		CPI-SC049520B40	BMP7	0.461	0.211
BMP8A	Q7Z5Y6	False	BMP8A_HUMAN		CPI-SC0A6BE23E9	BMP8A	0.001	0.0
GDF5	P43026	False	GDF5_HUMAN		CPI-SC02AACC81C	GDF5	0.004	0.003
GDF7	Q7Z4P5	False	GDF7_HUMAN		CPI-SC02B778C0B	GDF7	0.0	0.001
BMP2	P12643	False	BMP2_HUMAN		CPI-SC0FB40175C	BMP2	0.099	0.062
BMP4	P12644	False	BMP4_HUMAN		CPI-SC01C6EA11C	BMP4	0.002	0.005
BMP5	P22003	False	BMP5_HUMAN		CPI-SC0D6D4E48B	BMP5	1.328	0.602
BMP6	P22004	False	BMP6_HUMAN		CPI-SC0F6C8C336	BMP6	0.004	0.02
BMP7	P18075	False	BMP7_HUMAN		CPI-SC05824EDF4	BMP7	0.461	0.211
BMP8A	Q7Z5Y6	False	BMP8A_HUMAN		CPI-SC0722594B0	BMP8A	0.001	0.0
GDF5	P43026	False	GDF5_HUMAN		CPI-SC09AFF0384	GDF5	0.004	0.003
GDF6	Q6KF10	False	GDF6_HUMAN		CPI-SC089058CD0	GDF6	0.009	0.055
GDF7	Q7Z4P5	False	GDF7_HUMAN		CPI-SC06C46F1A9	GDF7	0.0	0.001
BMP2	P12643	False	BMP2_HUMAN		CPI-SC070B9F112	BMP2	0.099	0.062
BMP4	P12644	False	BMP4_HUMAN		CPI-SC0915DDE22	BMP4	0.002	0.005
BMP5	P22003	False	BMP5_HUMAN		CPI-SC085698C59	BMP5	1.328	0.602
BMP6	P22004	False	BMP6_HUMAN		CPI-SC00D19A858	BMP6	0.004	0.02
BMP7	P18075	False	BMP7_HUMAN		CPI-SC0B1EBCCC6	BMP7	0.461	0.211
BMP8A	Q7Z5Y6	False	BMP8A_HUMAN		CPI-SC02AFDCE1F	BMP8A	0.001	0.0
GDF6	Q6KF10	False	GDF6_HUMAN		CPI-SC0B118E8DA	GDF6	0.009	0.055
GDF7	Q7Z4P5	False	GDF7_HUMAN		CPI-SC0A1278CD8	GDF7	0.0	0.001
BMP5	P22003	False	BMP5_HUMAN		CPI-SC0C33040A3	BMP5	1.328	0.602
BMP6	P22004	False	BMP6_HUMAN		CPI-SC079BB7A02	BMP6	0.004	0.02
BMP7	P18075	False	BMP7_HUMAN		CPI-SC063D5B0A1	BMP7	0.461	0.211
BMP8A	Q7Z5Y6	False	BMP8A_HUMAN		CPI-SC0F78051B8	BMP8A	0.001	0.0
INHA	P05111	False	INHA_HUMAN		CPI-SC06FA9E664	INHA	0.195	0.084
BMP5	P22003	False	BMP5_HUMAN		CPI-SC04091C5FD	BMP5	1.328	0.602
BMP6	P22004	False	BMP6_HUMAN		CPI-SC0A978EC39	BMP6	0.004	0.02
BMP7	P18075	False	BMP7_HUMAN		CPI-SC0A9057425	BMP7	0.461	0.211
BMP8A	Q7Z5Y6	False	BMP8A_HUMAN		CPI-SC0EBF691F3	BMP8A	0.001	0.0
INHA	P05111	False	INHA_HUMAN		CPI-SC0D868E29E	INHA	0.195	0.084
BMP5	P22003	False	BMP5_HUMAN		CPI-SC0D0822443	BMP5	1.328	0.602
BMP6	P22004	False	BMP6_HUMAN		CPI-SC00DF87C38	BMP6	0.004	0.02
BMP7	P18075	False	BMP7_HUMAN		CPI-SC04771EF53	BMP7	0.461	0.211
BMP8A	Q7Z5Y6	False	BMP8A_HUMAN		CPI-SC0BD23E626	BMP8A	0.001	0.0
BDNF	P23560	False	BDNF_HUMAN		CPI-SS0BA601DC4	BDNF	0.009	0.045
NTN4	Q9HB63	False	NET4_HUMAN		CPI-SS0E3AA6B7B	NTN4	0.019	0.043
NTF3	P20783	False	NTF3_HUMAN		CPI-SS093E05DD4	NTF3	0.002	0.001
NTF4	P34130	False	NTF4_HUMAN		CPI-SS088C1035B	NTF4	0.052	0.028
CALCB	P10092	False	CALCB_HUMAN		CPI-SC02CD655EB	CALCB	0.005	0.002
CLSTN1	O94985	False	CSTN1_HUMAN		CPI-SS084EA55C0	CLSTN1	0.223	0.15
CLSTN2	Q9H4D0	False	CSTN2_HUMAN		CPI-SS09A6C048C	CLSTN2	0.047	0.066
CLSTN3	Q9BQT9	False	CSTN3_HUMAN		CPI-SS0B880A155	CLSTN3	0.032	0.021
LRRTM2	O43300	False	LRRT2_HUMAN		CPI-SS0E5F8A5F7	LRRTM2	0.003	0.0
LRRTM3	Q86VH5	False	LRRT3_HUMAN		CPI-SS0626DF0EB	LRRTM3	0.553	0.076
LRRTM4	Q86VH4	False	LRRT4_HUMAN		CPI-SS03466C597	LRRTM4	0.149	0.052
NLGN1	Q8N2Q7	False	NLGN1_HUMAN		CPI-SS0D2DF7881	NLGN1	0.783	0.273
NLGN2	Q8NFZ4	False	NLGN2_HUMAN		CPI-SS0B360C289	NLGN2	0.023	0.027
NLGN3	Q9NZ94	False	NLGN3_HUMAN		CPI-SS0613D0B62	NLGN3	0.011	0.005
NLGN4X	Q8N0W4	False	NLGNX_HUMAN		CPI-SS0FA378947	NLGN4X	0.024	0.017
NLGN4Y	Q8NFZ3	False	NLGNY_HUMAN		CPI-SS0CCB5F46B	NLGN4Y	0.006	0.002
CCL2	P13500	False	CCL2_HUMAN		CPI-SS010BB499F	CCL2	0.011	0.035
CCL5	P13501	False	CCL5_HUMAN		CPI-SS0E555F91F	CCL5	0.001	0.002
CXCL12	P48061	False	SDF1_HUMAN		CPI-SS0B1B18F2D	CXCL12	0.165	0.13
CXCL2	P19875	False	CXCL2_HUMAN		CPI-SS0CDAC688B	CXCL2	0.0	0.001
CCL21	O00585	False	CCL21_HUMAN		CPI-SS0ECD9BB5E	CCL21	0.006	0.008
RARRES2	Q99969	False	RARR2_HUMAN		CPI-SS09EB0DFB1	RARRES2	0.033	0.027
CCL27	Q9Y4X3	False	CCL27_HUMAN		CPI-SS0BFCF6B11	CCL27	0.002	0.002
CCL28	Q9NRJ3	False	CCL28_HUMAN		CPI-SS0BCCA6596	CCL28	0.003	0.001
CX3CL1	P78423	False	X3CL1_HUMAN		CPI-SS0388C9C86	CX3CL1	0.01	0.01
CXCL12	P48061	False	SDF1_HUMAN		CPI-SS0A28DCA72	CXCL12	0.165	0.13
CXCL14	O95715	False	CXL14_HUMAN		CPI-SS0669CC233	CXCL14	0.003	0.006
C1QL1	O75973	False	C1QRF_HUMAN		CPI-SS0F62347D4	C1QL1	0.019	0.008
C1QL3	Q5VWW1	False	C1QL3_HUMAN		CPI-SS0348885FD	C1QL3	0.002	0.002
C3	P01024	False	CO3_HUMAN		CPI-SS03E48EFEA	C3	0.002	0.002
C5	P01031	False	CO5_HUMAN		CPI-SS00581282E	C5	0.008	0.004
UCN	P55089	False	UCN1_HUMAN		CPI-SS0E654708F	UCN	0.009	0.001
CSF1	P09603	False	CSF1_HUMAN		CPI-SS0AB1F04A0	CSF1	0.056	0.037
IL34	Q6ZMJ4	False	IL34_HUMAN		CPI-SS015162AFC	IL34	0.002	0.002
EDN1	P05305	False	EDN1_HUMAN		CPI-SS0D8632EB4	EDN1	0.016	0.062
EDN2	P20800	False	EDN2_HUMAN		CPI-SS056AA08CF	EDN2	0.008	0.001
EDN1	P05305	False	EDN1_HUMAN		CPI-SS09B92F236	EDN1	0.016	0.062
EDN2	P20800	False	EDN2_HUMAN		CPI-SS0CA5B3B8E	EDN2	0.008	0.001
EFNA1	P20827	False	EFNA1_HUMAN		CPI-SS046F6F0C1	EFNA1	0.05	0.029
EFNA2	O43921	False	EFNA2_HUMAN		CPI-SS08A54963F	EFNA2	0.019	0.013
EFNA3	P52797	False	EFNA3_HUMAN		CPI-SS0CBCBBA83	EFNA3	0.015	0.004
EFNA4	P52798	False	EFNA4_HUMAN		CPI-SS0475BE8ED	EFNA4	0.03	0.018
EFNA5	P52803	False	EFNA5_HUMAN		CPI-SS09587DA63	EFNA5	0.246	0.087
EFNB1	P98172	False	EFNB1_HUMAN		CPI-SS0087A3F67	EFNB1	0.079	0.067
EFNA1	P20827	False	EFNA1_HUMAN		CPI-SS09CA492BA	EFNA1	0.05	0.029
EFNA2	O43921	False	EFNA2_HUMAN		CPI-SS0C875BA24	EFNA2	0.019	0.013
EFNA3	P52797	False	EFNA3_HUMAN		CPI-SS0EF309375	EFNA3	0.015	0.004
EFNA4	P52798	False	EFNA4_HUMAN		CPI-SS0D1D8FF06	EFNA4	0.03	0.018
EFNA5	P52803	False	EFNA5_HUMAN		CPI-SS0C70ADA28	EFNA5	0.246	0.087
EFNA1	P20827	False	EFNA1_HUMAN		CPI-SS0EBFE1854	EFNA1	0.05	0.029
EFNA2	O43921	False	EFNA2_HUMAN		CPI-SS0E63AB61E	EFNA2	0.019	0.013
EFNA3	P52797	False	EFNA3_HUMAN		CPI-SS05B4EB419	EFNA3	0.015	0.004
EFNA4	P52798	False	EFNA4_HUMAN		CPI-SS0659DBE72	EFNA4	0.03	0.018
EFNA5	P52803	False	EFNA5_HUMAN		CPI-SS0FC01B947	EFNA5	0.246	0.087
EFNB1	P98172	False	EFNB1_HUMAN		CPI-SS03446CB39	EFNB1	0.079	0.067
EFNB2	P52799	False	EFNB2_HUMAN		CPI-SS087E0E3FB	EFNB2	0.036	0.056
EFNB3	Q15768	False	EFNB3_HUMAN		CPI-SS084B1ED25	EFNB3	0.135	0.053
EFNA1	P20827	False	EFNA1_HUMAN		CPI-SS0762B455F	EFNA1	0.05	0.029
EFNA2	O43921	False	EFNA2_HUMAN		CPI-SS0D81D9F5E	EFNA2	0.019	0.013
EFNA3	P52797	False	EFNA3_HUMAN		CPI-SS079EF5D9C	EFNA3	0.015	0.004
EFNA4	P52798	False	EFNA4_HUMAN		CPI-SS0008137B6	EFNA4	0.03	0.018
EFNA5	P52803	False	EFNA5_HUMAN		CPI-SS09E3F5044	EFNA5	0.246	0.087
EFNA1	P20827	False	EFNA1_HUMAN		CPI-SS03E450F99	EFNA1	0.05	0.029
EFNA2	O43921	False	EFNA2_HUMAN		CPI-SS01DCC7684	EFNA2	0.019	0.013
EFNA3	P52797	False	EFNA3_HUMAN		CPI-SS0D5DBB634	EFNA3	0.015	0.004
EFNA4	P52798	False	EFNA4_HUMAN		CPI-SS0F81DBF22	EFNA4	0.03	0.018
EFNA5	P52803	False	EFNA5_HUMAN		CPI-SS028688B7B	EFNA5	0.246	0.087
EFNA1	P20827	False	EFNA1_HUMAN		CPI-SS037E6BEDF	EFNA1	0.05	0.029
EFNA2	O43921	False	EFNA2_HUMAN		CPI-SS0830C7910	EFNA2	0.019	0.013
EFNA3	P52797	False	EFNA3_HUMAN		CPI-SS0C8ED6F41	EFNA3	0.015	0.004
EFNA4	P52798	False	EFNA4_HUMAN		CPI-SS0AA68C8E5	EFNA4	0.03	0.018
EFNA5	P52803	False	EFNA5_HUMAN		CPI-SS0F6A01237	EFNA5	0.246	0.087
EFNA5	P52803	False	EFNA5_HUMAN		CPI-SS068ACD209	EFNA5	0.246	0.087
EFNB1	P98172	False	EFNB1_HUMAN		CPI-SS06E797E50	EFNB1	0.079	0.067
EFNB2	P52799	False	EFNB2_HUMAN		CPI-SS0ECC9DF3E	EFNB2	0.036	0.056
EFNB3	Q15768	False	EFNB3_HUMAN		CPI-SS0ECCB4382	EFNB3	0.135	0.053
EFNB1	P98172	False	EFNB1_HUMAN		CPI-SS03C7D1520	EFNB1	0.079	0.067
EFNB2	P52799	False	EFNB2_HUMAN		CPI-SS0BFD8E056	EFNB2	0.036	0.056
EFNB3	Q15768	False	EFNB3_HUMAN		CPI-SS0CE96B837	EFNB3	0.135	0.053
EFNB1	P98172	False	EFNB1_HUMAN		CPI-SS0C2003B74	EFNB1	0.079	0.067
EFNB2	P52799	False	EFNB2_HUMAN		CPI-SS082ABF1EA	EFNB2	0.036	0.056
EFNB3	Q15768	False	EFNB3_HUMAN		CPI-SS01BBAD475	EFNB3	0.135	0.053
EFNB1	P98172	False	EFNB1_HUMAN		CPI-SS09D9D6811	EFNB1	0.079	0.067
EFNB2	P52799	False	EFNB2_HUMAN		CPI-SS08D0F9109	EFNB2	0.036	0.056
EFNB3	Q15768	False	EFNB3_HUMAN		CPI-SS0F6AA700E	EFNB3	0.135	0.053
EFNB1	P98172	False	EFNB1_HUMAN		CPI-SS040D3C47C	EFNB1	0.079	0.067
EFNB2	P52799	False	EFNB2_HUMAN		CPI-SS05ABE6795	EFNB2	0.036	0.056
EFNB3	Q15768	False	EFNB3_HUMAN		CPI-SS0A39F4895	EFNB3	0.135	0.053
AREG	P15514	False	AREG_HUMAN		CPI-SS052119104	AREG	0.021	0.022
BTC	P35070	False	BTC_HUMAN		CPI-SS0CC966B71	BTC	0.002	0.0
EGF	P01133	False	EGF_HUMAN		CPI-SS09947DDD9	EGF	0.082	0.024
EPGN	Q6UW88	False	EPGN_HUMAN		CPI-SS060790CF0	EPGN	0.001	0.0
EREG	O14944	False	EREG_HUMAN		CPI-SS004C23DCE	EREG	0.013	0.01
HBEGF	Q99075	False	HBEGF_HUMAN		CPI-SS09B2ACA25	HBEGF	0.115	0.088
TGFA	P01135	False	TGFA_HUMAN		CPI-SS07E5C3060	TGFA	0.002	0.001
BTC	P35070	False	BTC_HUMAN		CPI-SS05A6C9EC5	BTC	0.002	0.0
NRG1	Q02297	False	NRG1_HUMAN		CPI-SS02B906C26	NRG1	0.016	0.076
NRG2	O14511	False	NRG2_HUMAN		CPI-SS053613259	NRG2	0.083	0.025
BTC	P35070	False	BTC_HUMAN		CPI-SS0F0D7F25C	BTC	0.002	0.0
EREG	O14944	False	EREG_HUMAN		CPI-SS0FC42EC80	EREG	0.013	0.01
HBEGF	Q99075	False	HBEGF_HUMAN		CPI-SS060B846D1	HBEGF	0.115	0.088
NRG1	Q02297	False	NRG1_HUMAN		CPI-SS0BD5C2A23	NRG1	0.016	0.076
NRG2	O14511	False	NRG2_HUMAN		CPI-SS0E063192D	NRG2	0.083	0.025
NRG3	P56975	False	NRG3_HUMAN		CPI-SS0D5E30C6C	NRG3	0.066	0.032
NRG4	Q8WWG1	False	NRG4_HUMAN		CPI-SS0627D0E22	NRG4	0.012	0.002
HBEGF	Q99075	False	HBEGF_HUMAN		CPI-SS03E7FB333	HBEGF	0.115	0.088
FGF1	P05230	False	FGF1_HUMAN		CPI-SS04A97448D	FGF1	0.088	0.033
FGF10	O15520	False	FGF10_HUMAN		CPI-SS0AECC113F	FGF10	0.05	0.023
FGF2	P09038	False	FGF2_HUMAN		CPI-SS05A94DE17	FGF2	0.047	0.044
FGF7	P21781	False	FGF7_HUMAN		CPI-SS0E928B8C8	FGF7	0.085	0.036
FGF1	P05230	False	FGF1_HUMAN		CPI-SS0755A26DD	FGF1	0.088	0.033
FGF2	P09038	False	FGF2_HUMAN		CPI-SS01F67987A	FGF2	0.047	0.044
FGF5	P12034	False	FGF5_HUMAN		CPI-SS01333FFA6	FGF5	0.079	0.046
FGF6	P10767	False	FGF6_HUMAN		CPI-SS014E486AB	FGF6	0.002	0.0
NCAM1	P13591	False	NCAM1_HUMAN		CPI-SS05632AB58	NCAM1	1.27	0.73
FGF1	P05230	False	FGF1_HUMAN		CPI-SS015819E65	FGF1	0.088	0.033
FGF2	P09038	False	FGF2_HUMAN		CPI-SS0D636A374	FGF2	0.047	0.044
